,From,To,Weight
130026,7793,6988,0
130027,7793,3336,0
130028,7793,4301,0
130029,7793,3619,0
130030,7793,4692,0
130031,7793,6086,0
130032,7793,11101,0
130033,7793,10430,1
130034,7793,7875,1
130035,7793,5278,0
130036,7793,3560,0
130037,7793,2281,0
130038,7793,4073,0
130039,7793,3667,1
130040,7793,7573,0
130041,7793,6299,0
130042,7793,10846,0
130043,7793,10446,1
130044,7793,3479,0
130045,7793,199,1
130046,7793,3483,1
130047,7793,2350,1
130048,7793,9493,0
130049,7793,1,0
130050,7793,5536,1
130051,7793,9499,1
130052,7793,5121,0
130053,7793,5848,0
130054,7793,4856,0
130055,7793,7186,0
130056,7793,5794,1
130057,7793,1031,0
130058,7793,10140,1
130059,7793,9353,1
130060,7793,4789,0
130061,7793,8443,0
130062,7793,1928,0
130063,7793,8800,0
130064,7793,10150,0
130065,7793,10619,0
130066,7793,8362,1
130067,7793,4637,0
130068,7793,9972,0
130069,7793,8931,0
130070,7793,2008,0
130071,7793,3139,1
130072,7793,7922,1
130073,7793,1204,0
130074,7793,6810,0
130075,7793,5386,1
130076,7793,3202,1
130077,7793,6387,0
130078,7793,10489,0
130079,7793,2611,0
130080,7793,5407,0
130081,7793,5718,0
130082,7793,4580,0
130083,7793,8545,1
130084,7793,7378,0
130085,7793,8492,0
130086,7793,1212,0
130087,7793,10473,1
130088,7793,7962,0
130089,7793,9984,0
130090,7793,7453,0
130091,7793,241,0
130092,7793,8975,0
130093,7793,5236,1
130094,7793,7010,0
130095,7793,3706,0
130096,7793,5204,0
130097,7793,1020,0
130098,7793,6019,0
130099,7793,3717,0
130100,7793,4998,0
130101,7793,966,1
130102,7793,4767,0
130103,7793,9725,0
130104,7793,4491,1
130105,7793,3759,0
130106,7793,2055,0
130107,7793,3005,0
130108,7793,6421,0
130109,7793,4207,0
130110,7793,6072,0
130111,7793,1509,1
130112,7793,1127,0
130113,7793,5538,0
130114,7793,146,0
130115,7793,4741,1
130116,7793,1524,0
130117,7793,7451,1
130118,7793,4356,1
130119,7793,3885,0
130120,7793,1175,0
130121,7793,3412,1
130122,7793,2975,0
130123,7793,2894,1
130124,7793,749,0
130125,7793,10525,0
130126,7793,5031,0
130127,7793,6218,1
130128,7793,193,0
130129,7793,10660,1
130130,7793,5735,0
130131,7793,1829,1
130132,7793,9855,0
130133,7793,8732,1
130134,7793,6606,1
130135,7793,234,0
130136,7793,1118,0
130137,7793,7789,0
130138,7793,8955,0
130139,7793,5644,1
130140,7793,2324,0
130141,7793,697,0
130142,7793,1627,0
130143,7793,938,0
130144,7793,4058,1
130145,7793,7736,0
130146,7793,9757,1
130147,7793,4138,0
130148,7793,10833,1
130149,7793,9606,0
130150,7793,8534,1
130151,7793,5153,0
130152,7793,5493,0
130153,7793,2147,0
130154,7793,5107,0
130155,7793,3979,0
130156,7793,6049,0
130157,7793,3910,0
130158,7793,1740,1
130159,7793,195,0
130160,7793,10319,1
130161,7793,2296,0
130162,7793,2931,0
130163,7793,3698,0
130164,7793,9516,1
130165,7793,339,1
130166,7793,9010,0
130167,7793,5543,1
130168,7793,1577,0
130169,7793,6024,1
130170,7793,6055,1
130171,7793,4394,1
130172,7793,5758,0
130173,7793,9206,0
130174,7793,10971,0
130175,7793,158,0
130176,7793,1945,1
130177,7793,2535,1
130178,7793,9386,1
130179,7793,873,1
130180,7793,7793,1
130181,7793,2407,0
130182,7793,7912,0
130183,7793,1384,0
130184,7793,10507,1
130185,7793,5675,1
130186,7793,6770,0
130187,7793,8773,1
130188,7793,10909,0
130189,7793,9121,1
130190,7793,4310,0
130191,7793,2561,1
130192,7793,9349,0
130193,7793,922,0
130194,7793,4530,0
130195,7793,1553,1
130196,7793,5221,0
130197,7793,10133,1
130198,7793,8233,1
130199,7793,2945,0
130200,7793,7521,0
130201,7793,4070,1
130202,7793,9559,0
130203,7793,5529,0
130204,7793,9743,0
130205,7793,1763,0
130206,7793,2072,0
130207,7793,3584,0
130208,7793,3643,0
130209,7793,7706,0
130210,7793,830,0
130211,7793,6050,0
130212,7793,125,1
130213,7793,1079,1
130214,7793,7321,0
130215,7793,955,0
130216,7793,7476,1
130217,7793,4261,0
130218,7793,5350,0
130219,7793,9298,1
130220,7793,1626,0
130221,7793,2612,0
130222,7793,10069,0
130223,7793,3409,0
130224,7793,5453,0
130225,7793,2565,1
130226,7793,4656,0
130227,7793,9242,0
130228,7793,8286,1
130229,7793,1665,0
130230,7793,7005,1
130231,7793,2781,0
130232,7793,4127,0
130233,7793,8143,1
130234,7793,3690,0
130235,7793,3433,0
130236,7793,1215,0
130237,7793,2570,1
130238,7793,10742,0
130239,7793,1351,0
130240,7793,477,0
130241,7793,7832,0
130242,7793,7396,0
130243,7793,3498,0
130244,7793,1172,1
130245,7793,569,1
130246,7793,4686,0
130247,7793,4351,0
130248,7793,10129,0
130249,7793,5796,0
130250,7793,10556,0
130251,7793,48,1
130252,7793,737,1
130253,7793,3571,1
130254,7793,5092,1
130255,7793,5534,0
130256,7793,7960,0
130257,7793,9905,0
130258,7793,8439,0
130259,7793,6977,0
130260,7793,8397,0
130261,7793,1990,0
130262,7793,8093,0
130263,7793,10513,0
130264,7793,5782,1
130265,7793,2415,0
130266,7793,332,1
130267,7793,6906,1
130268,7793,7872,0
130269,7793,4427,0
130270,7793,2886,1
130271,7793,9064,0
130272,7793,3678,1
130273,7793,2186,1
130274,7793,1399,0
130275,7793,8341,0
130276,7793,6461,1
130277,7793,5113,0
130278,7793,2961,0
130279,7793,3010,0
130280,7793,6892,1
130281,7793,8462,0
130282,7793,5558,0
130283,7793,10951,1
130284,7793,5623,0
130285,7793,5544,1
130286,7793,5831,1
130287,7793,10176,1
130288,7793,3138,1
130289,7793,4994,0
130290,7793,10872,1
130291,7793,1139,0
130292,7793,10448,0
130293,7793,2109,0
130294,7793,3009,1
130295,7793,8537,0
130296,7793,4331,1
130297,7793,6281,0
130298,7793,4338,0
130299,7793,10913,0
130300,7793,3334,0
130301,7793,10949,0
130302,7793,6248,0
130303,7793,10164,1
130304,7793,6815,0
130305,7793,4122,0
130306,7793,5370,0
130307,7793,405,0
130308,7793,500,1
130309,7793,9323,0
130310,7793,3945,0
130311,7793,983,0
130312,7793,5628,0
130313,7793,10701,0
130314,7793,4426,0
130315,7793,6343,1
130316,7793,7734,0
130317,7793,1146,0
130318,7793,1103,0
130319,7793,3422,1
130320,7793,2909,1
130321,7793,340,0
130322,7793,3104,0
130323,7793,1008,0
130324,7793,2115,1
130325,7793,2088,1
130326,7793,6292,0
130327,7793,3919,0
130328,7793,271,0
130329,7793,5136,1
130330,7793,9790,0
130331,7793,7233,0
130332,7793,7699,0
130333,7793,5186,1
130334,7793,7313,0
130335,7793,3520,0
130336,7793,10394,0
130337,7793,9362,1
130338,7793,3968,1
130339,7793,2829,1
130340,7793,1772,0
130341,7793,4377,0
130342,7793,8858,1
130343,7793,9723,1
130344,7793,2666,1
130345,7793,5721,0
130346,7793,8722,0
130347,7793,7118,0
130348,7793,10722,0
130349,7793,2632,0
130350,7793,4333,1
130351,7793,7366,1
130352,7793,4286,0
130353,7793,7004,0
130354,7793,4001,0
130355,7793,7270,1
130356,2407,5899,0
130357,2407,2114,1
130358,2407,6565,0
130359,2407,1993,0
130360,2407,1966,1
130361,2407,5710,0
130362,2407,2968,0
130363,2407,2225,0
130364,2407,6260,1
130365,2407,6853,1
130366,2407,9369,0
130367,2407,8132,0
130368,2407,7503,0
130369,2407,1618,0
130370,2407,273,0
130371,2407,4452,0
130372,2407,8504,1
130373,2407,7247,0
130374,2407,4646,0
130375,2407,7431,0
130376,2407,3267,0
130377,2407,999,1
130378,2407,1592,1
130379,2407,7215,1
130380,2407,1685,0
130381,2407,7660,0
130382,2407,7987,0
130383,2407,10240,1
130384,2407,10573,0
130385,2407,3712,0
130386,2407,641,0
130387,2407,10314,0
130388,2407,6935,0
130389,2407,9733,0
130390,2407,9938,1
130391,2407,3182,0
130392,2407,7300,0
130393,2407,2798,1
130394,2407,624,0
130395,2407,5176,0
130396,2407,380,0
130397,2407,6274,1
130398,2407,5341,1
130399,2407,313,0
130400,2407,9529,0
130401,2407,2176,1
130402,2407,10089,1
130403,2407,309,0
130404,2407,10264,0
130405,2407,1225,0
130406,2407,9703,0
130407,2407,3762,0
130408,2407,9262,0
130409,2407,4543,1
130410,2407,2926,0
130411,2407,3924,0
130412,2407,9274,0
130413,2407,6963,1
130414,2407,4440,0
130415,2407,2521,0
130416,2407,7381,1
130417,2407,9560,1
130418,2407,1150,1
130419,2407,9707,0
130420,2407,8234,0
130421,2407,11030,0
130422,2407,175,1
130423,2407,2061,0
130424,2407,7274,0
130425,2407,2557,0
130426,2407,1245,0
130427,2407,1726,0
130428,2407,6720,0
130429,2407,8318,1
130430,2407,2552,0
130431,2407,7030,0
130432,2407,6504,0
130433,2407,5067,1
130434,2407,4216,1
130435,2407,1361,1
130436,2407,6932,1
130437,2407,1340,1
130438,2407,8746,0
130439,2407,3725,1
130440,2407,1137,0
130441,2407,4947,0
130442,2407,3225,0
130443,2407,1992,0
130444,2407,7059,0
130445,2407,7999,1
130446,2407,564,0
130447,2407,8346,0
130448,2407,10965,0
130449,2407,6605,0
130450,2407,9925,0
130451,2407,5389,0
130452,2407,6036,1
130453,2407,3711,1
130454,2407,2532,0
130455,2407,4943,1
130456,2407,4769,0
130457,2407,6931,1
130458,2407,5547,1
130459,2407,9671,0
130460,2407,5371,0
130461,2407,8314,1
130462,2407,3174,1
130463,2407,2574,0
130464,2407,5966,0
130465,2407,9058,1
130466,2407,254,0
130467,2407,7627,1
130468,2407,988,0
130469,2407,10972,1
130470,2407,6583,0
130471,2407,4376,0
130472,2407,701,0
130473,2407,2942,0
130474,2407,1173,1
130475,2407,4611,1
130476,2407,4248,0
130477,2407,6940,0
130478,2407,4673,0
130479,2407,8779,0
130480,2407,10767,1
130481,2407,7230,0
130482,2407,1277,0
130483,2407,6384,0
130484,2407,8029,1
130485,2407,6988,1
130486,2407,3336,0
130487,2407,4301,0
130488,2407,3619,1
130489,2407,4692,0
130490,2407,6086,0
130491,2407,11101,1
130492,2407,10430,1
130493,2407,7875,1
130494,2407,5278,0
130495,2407,3560,1
130496,2407,2281,0
130497,2407,4073,0
130498,2407,3667,1
130499,2407,7573,0
130500,2407,6299,0
130501,2407,10846,0
130502,2407,10446,1
130503,2407,3479,0
130504,2407,199,0
130505,2407,3483,0
130506,2407,2350,0
130507,2407,9493,1
130508,2407,1,0
130509,2407,5536,1
130510,2407,9499,1
130511,2407,5121,0
130512,2407,5848,1
130513,2407,4856,0
130514,2407,7186,0
130515,2407,5794,0
130516,2407,1031,1
130517,2407,10140,0
130518,2407,9353,0
130519,2407,4789,1
130520,2407,8443,0
130521,2407,1928,0
130522,2407,8800,0
130523,2407,10150,0
130524,2407,10619,1
130525,2407,8362,1
130526,2407,4637,0
130527,2407,9972,0
130528,2407,8931,0
130529,2407,2008,0
130530,2407,3139,0
130531,2407,7922,0
130532,2407,1204,0
130533,2407,6810,1
130534,2407,5386,1
130535,2407,3202,1
130536,2407,6387,0
130537,2407,10489,1
130538,2407,2611,1
130539,2407,5407,0
130540,2407,5718,1
130541,2407,4580,1
130542,2407,8545,1
130543,2407,7378,0
130544,2407,8492,0
130545,2407,1212,0
130546,2407,10473,1
130547,2407,7962,1
130548,2407,9984,0
130549,2407,7453,0
130550,2407,241,1
130551,2407,8975,0
130552,2407,5236,1
130553,2407,7010,1
130554,2407,3706,0
130555,2407,5204,1
130556,2407,1020,1
130557,2407,6019,0
130558,2407,3717,0
130559,2407,4998,0
130560,2407,966,0
130561,2407,4767,1
130562,2407,9725,0
130563,2407,4491,0
130564,2407,3759,0
130565,2407,2055,0
130566,2407,3005,0
130567,2407,6421,0
130568,2407,4207,1
130569,2407,6072,0
130570,2407,1509,1
130571,2407,1127,1
130572,2407,5538,1
130573,2407,146,0
130574,2407,4741,0
130575,2407,1524,0
130576,2407,7451,0
130577,2407,4356,1
130578,2407,3885,0
130579,2407,1175,0
130580,2407,3412,0
130581,2407,2975,0
130582,2407,2894,1
130583,2407,749,0
130584,2407,10525,0
130585,2407,5031,1
130586,2407,6218,0
130587,2407,193,0
130588,2407,10660,0
130589,2407,5735,1
130590,2407,1829,0
130591,2407,9855,0
130592,2407,8732,1
130593,2407,6606,0
130594,2407,234,0
130595,2407,1118,0
130596,2407,7789,1
130597,2407,8955,0
130598,2407,5644,0
130599,2407,2324,0
130600,2407,697,1
130601,2407,1627,0
130602,2407,938,0
130603,2407,4058,0
130604,2407,7736,0
130605,2407,9757,1
130606,2407,4138,0
130607,2407,10833,0
130608,2407,9606,1
130609,2407,8534,0
130610,2407,5153,0
130611,2407,5493,0
130612,2407,2147,1
130613,2407,5107,0
130614,2407,3979,1
130615,2407,6049,0
130616,2407,3910,1
130617,2407,1740,0
130618,2407,195,0
130619,2407,10319,0
130620,2407,2296,0
130621,2407,2931,0
130622,2407,3698,1
130623,2407,9516,0
130624,2407,339,0
130625,2407,9010,1
130626,2407,5543,0
130627,2407,1577,1
130628,2407,6024,1
130629,2407,6055,0
130630,2407,4394,1
130631,2407,5758,1
130632,2407,9206,1
130633,2407,10971,0
130634,2407,158,0
130635,2407,1945,0
130636,2407,2535,1
130637,2407,9386,0
130638,2407,873,0
130639,2407,7793,0
130640,2407,2407,1
130641,2407,7912,0
130642,2407,1384,0
130643,2407,10507,0
130644,2407,5675,0
130645,2407,6770,0
130646,2407,8773,0
130647,2407,10909,1
130648,2407,9121,1
130649,2407,4310,0
130650,2407,2561,0
130651,2407,9349,1
130652,2407,922,0
130653,2407,4530,0
130654,2407,1553,0
130655,2407,5221,0
130656,2407,10133,1
130657,2407,8233,0
130658,2407,2945,0
130659,2407,7521,1
130660,2407,4070,1
130661,2407,9559,0
130662,2407,5529,0
130663,2407,9743,1
130664,2407,1763,1
130665,2407,2072,0
130666,2407,3584,0
130667,2407,3643,1
130668,2407,7706,0
130669,2407,830,1
130670,2407,6050,0
130671,2407,125,0
130672,2407,1079,0
130673,2407,7321,0
130674,2407,955,0
130675,2407,7476,0
130676,2407,4261,1
130677,2407,5350,1
130678,2407,9298,1
130679,2407,1626,0
130680,2407,2612,0
130681,2407,10069,0
130682,2407,3409,0
130683,2407,5453,0
130684,2407,2565,0
130685,2407,4656,0
130686,2407,9242,0
130687,2407,8286,0
130688,2407,1665,1
130689,2407,7005,0
130690,2407,2781,1
130691,2407,4127,0
130692,2407,8143,0
130693,2407,3690,1
130694,2407,3433,0
130695,2407,1215,0
130696,2407,2570,0
130697,2407,10742,1
130698,2407,1351,1
130699,2407,477,1
130700,2407,7832,1
130701,2407,7396,1
130702,2407,3498,0
130703,2407,1172,1
130704,2407,569,1
130705,2407,4686,1
130706,2407,4351,0
130707,2407,10129,1
130708,2407,5796,1
130709,2407,10556,0
130710,2407,48,0
130711,2407,737,1
130712,2407,3571,0
130713,2407,5092,0
130714,2407,5534,0
130715,2407,7960,1
130716,2407,9905,0
130717,2407,8439,0
130718,2407,6977,1
130719,2407,8397,0
130720,2407,1990,0
130721,2407,8093,0
130722,2407,10513,0
130723,2407,5782,0
130724,2407,2415,0
130725,2407,332,0
130726,2407,6906,1
130727,2407,7872,1
130728,2407,4427,1
130729,2407,2886,0
130730,2407,9064,1
130731,2407,3678,0
130732,2407,2186,1
130733,2407,1399,0
130734,2407,8341,0
130735,2407,6461,0
130736,2407,5113,0
130737,2407,2961,0
130738,2407,3010,1
130739,2407,6892,0
130740,2407,8462,0
130741,2407,5558,1
130742,2407,10951,0
130743,2407,5623,0
130744,2407,5544,0
130745,2407,5831,0
130746,2407,10176,0
130747,2407,3138,1
130748,2407,4994,1
130749,2407,10872,0
130750,2407,1139,1
130751,2407,10448,0
130752,2407,2109,1
130753,2407,3009,1
130754,2407,8537,0
130755,2407,4331,1
130756,2407,6281,0
130757,2407,4338,0
130758,2407,10913,0
130759,2407,3334,1
130760,2407,10949,0
130761,2407,6248,1
130762,2407,10164,1
130763,2407,6815,1
130764,2407,4122,0
130765,2407,5370,0
130766,2407,405,0
130767,2407,500,1
130768,2407,9323,0
130769,2407,3945,0
130770,2407,983,0
130771,2407,5628,0
130772,2407,10701,1
130773,2407,4426,0
130774,2407,6343,0
130775,2407,7734,1
130776,2407,1146,0
130777,2407,1103,1
130778,2407,3422,0
130779,2407,2909,1
130780,2407,340,0
130781,2407,3104,1
130782,2407,1008,0
130783,2407,2115,0
130784,2407,2088,1
130785,2407,6292,1
130786,2407,3919,0
130787,2407,271,0
130788,2407,5136,1
130789,2407,9790,1
130790,2407,7233,0
130791,2407,7699,0
130792,2407,5186,0
130793,2407,7313,0
130794,2407,3520,1
130795,2407,10394,1
130796,2407,9362,0
130797,2407,3968,1
130798,2407,2829,0
130799,2407,1772,1
130800,2407,4377,0
130801,2407,8858,0
130802,2407,9723,0
130803,2407,2666,0
130804,2407,5721,1
130805,2407,8722,0
130806,2407,7118,0
130807,2407,10722,0
130808,2407,2632,0
130809,2407,4333,0
130810,2407,7366,1
130811,2407,4286,0
130812,2407,7004,0
130813,2407,4001,0
130814,2407,7270,0
130815,7912,5899,1
130816,7912,2114,0
130817,7912,6565,0
130818,7912,1993,0
130819,7912,1966,0
130820,7912,5710,0
130821,7912,2968,1
130822,7912,2225,1
130823,7912,6260,0
130824,7912,6853,0
130825,7912,9369,1
130826,7912,8132,0
130827,7912,7503,1
130828,7912,1618,1
130829,7912,273,0
130830,7912,4452,0
130831,7912,8504,0
130832,7912,7247,0
130833,7912,4646,0
130834,7912,7431,0
130835,7912,3267,0
130836,7912,999,0
130837,7912,1592,0
130838,7912,7215,0
130839,7912,1685,0
130840,7912,7660,1
130841,7912,7987,0
130842,7912,10240,0
130843,7912,10573,1
130844,7912,3712,0
130845,7912,641,1
130846,7912,10314,0
130847,7912,6935,0
130848,7912,9733,1
130849,7912,9938,0
130850,7912,3182,1
130851,7912,7300,0
130852,7912,2798,0
130853,7912,624,1
130854,7912,5176,1
130855,7912,380,1
130856,7912,6274,0
130857,7912,5341,0
130858,7912,313,0
130859,7912,9529,0
130860,7912,2176,0
130861,7912,10089,0
130862,7912,309,0
130863,7912,10264,1
130864,7912,1225,1
130865,7912,9703,1
130866,7912,3762,0
130867,7912,9262,1
130868,7912,4543,0
130869,7912,2926,0
130870,7912,3924,0
130871,7912,9274,0
130872,7912,6963,0
130873,7912,4440,0
130874,7912,2521,1
130875,7912,7381,0
130876,7912,9560,0
130877,7912,1150,0
130878,7912,9707,0
130879,7912,8234,1
130880,7912,11030,1
130881,7912,175,1
130882,7912,2061,0
130883,7912,7274,0
130884,7912,2557,1
130885,7912,1245,0
130886,7912,1726,1
130887,7912,6720,0
130888,7912,8318,0
130889,7912,2552,0
130890,7912,7030,0
130891,7912,6504,1
130892,7912,5067,0
130893,7912,4216,0
130894,7912,1361,0
130895,7912,6932,0
130896,7912,1340,0
130897,7912,8746,0
130898,7912,3725,0
130899,7912,1137,1
130900,7912,4947,0
130901,7912,3225,1
130902,7912,1992,0
130903,7912,7059,1
130904,7912,7999,0
130905,7912,564,0
130906,7912,8346,1
130907,7912,10965,0
130908,7912,6605,0
130909,7912,9925,1
130910,7912,5389,0
130911,7912,6036,0
130912,7912,3711,0
130913,7912,2532,1
130914,7912,4943,0
130915,7912,4769,0
130916,7912,6931,0
130917,7912,5547,0
130918,7912,9671,1
130919,7912,5371,1
130920,7912,8314,0
130921,7912,3174,0
130922,7912,2574,0
130923,7912,5966,0
130924,7912,9058,1
130925,7912,254,0
130926,7912,7627,0
130927,7912,988,0
130928,7912,10972,0
130929,7912,6583,0
130930,7912,4376,1
130931,7912,701,1
130932,7912,2942,1
130933,7912,1173,0
130934,7912,4611,0
130935,7912,4248,0
130936,7912,6940,1
130937,7912,4673,0
130938,7912,8779,1
130939,7912,10767,0
130940,7912,7230,0
130941,7912,1277,0
130942,7912,6384,1
130943,7912,8029,0
130944,7912,6988,1
130945,7912,3336,1
130946,7912,4301,1
130947,7912,3619,0
130948,7912,4692,1
130949,7912,6086,0
130950,7912,11101,0
130951,7912,10430,0
130952,7912,7875,0
130953,7912,5278,0
130954,7912,3560,0
130955,7912,2281,1
130956,7912,4073,1
130957,7912,3667,0
130958,7912,7573,1
130959,7912,6299,1
130960,7912,10846,1
130961,7912,10446,0
130962,7912,3479,1
130963,7912,199,0
130964,7912,3483,0
130965,7912,2350,0
130966,7912,9493,0
130967,7912,1,0
130968,7912,5536,0
130969,7912,9499,0
130970,7912,5121,1
130971,7912,5848,1
130972,7912,4856,1
130973,7912,7186,1
130974,7912,5794,0
130975,7912,1031,0
130976,7912,10140,0
130977,7912,9353,0
130978,7912,4789,1
130979,7912,8443,1
130980,7912,1928,1
130981,7912,8800,1
130982,7912,10150,0
130983,7912,10619,0
130984,7912,8362,0
130985,7912,4637,0
130986,7912,9972,1
130987,7912,8931,0
130988,7912,2008,0
130989,7912,3139,0
130990,7912,7922,0
130991,7912,1204,0
130992,7912,6810,0
130993,7912,5386,0
130994,7912,3202,0
130995,7912,6387,1
130996,7912,10489,0
130997,7912,2611,0
130998,7912,5407,1
130999,7912,5718,0
131000,7912,4580,1
131001,7912,8545,0
131002,7912,7378,1
131003,7912,8492,0
131004,7912,1212,1
131005,7912,10473,0
131006,7912,7962,0
131007,7912,9984,1
131008,7912,7453,1
131009,7912,241,0
131010,7912,8975,1
131011,7912,5236,0
131012,7912,7010,0
131013,7912,3706,1
131014,7912,5204,0
131015,7912,1020,0
131016,7912,6019,1
131017,7912,3717,1
131018,7912,4998,0
131019,7912,966,0
131020,7912,4767,0
131021,7912,9725,1
131022,7912,4491,0
131023,7912,3759,1
131024,7912,2055,1
131025,7912,3005,1
131026,7912,6421,0
131027,7912,4207,1
131028,7912,6072,0
131029,7912,1509,0
131030,7912,1127,0
131031,7912,5538,1
131032,7912,146,0
131033,7912,4741,0
131034,7912,1524,0
131035,7912,7451,0
131036,7912,4356,0
131037,7912,3885,1
131038,7912,1175,1
131039,7912,3412,0
131040,7912,2975,0
131041,7912,2894,0
131042,7912,749,1
131043,7912,10525,1
131044,7912,5031,0
131045,7912,6218,0
131046,7912,193,1
131047,7912,10660,0
131048,7912,5735,0
131049,7912,1829,0
131050,7912,9855,0
131051,7912,8732,0
131052,7912,6606,0
131053,7912,234,1
131054,7912,1118,1
131055,7912,7789,0
131056,7912,8955,1
131057,7912,5644,0
131058,7912,2324,1
131059,7912,697,0
131060,7912,1627,0
131061,7912,938,1
131062,7912,4058,0
131063,7912,7736,1
131064,7912,9757,0
131065,7912,4138,1
131066,7912,10833,0
131067,7912,9606,0
131068,7912,8534,0
131069,7912,5153,1
131070,7912,5493,1
131071,7912,2147,0
131072,7912,5107,1
131073,7912,3979,0
131074,7912,6049,1
131075,7912,3910,1
131076,7912,1740,0
131077,7912,195,1
131078,7912,10319,0
131079,7912,2296,1
131080,7912,2931,0
131081,7912,3698,0
131082,7912,9516,0
131083,7912,339,0
131084,7912,9010,1
131085,7912,5543,0
131086,7912,1577,0
131087,7912,6024,0
131088,7912,6055,0
131089,7912,4394,0
131090,7912,5758,1
131091,7912,9206,0
131092,7912,10971,1
131093,7912,158,1
131094,7912,1945,0
131095,7912,2535,0
131096,7912,9386,0
131097,7912,873,0
131098,7912,7793,0
131099,7912,2407,0
131100,7912,7912,1
131101,7912,1384,1
131102,7912,10507,0
131103,7912,5675,0
131104,7912,6770,1
131105,7912,8773,0
131106,7912,10909,1
131107,7912,9121,0
131108,7912,4310,0
131109,7912,2561,0
131110,7912,9349,0
131111,7912,922,1
131112,7912,4530,0
131113,7912,1553,0
131114,7912,5221,1
131115,7912,10133,0
131116,7912,8233,0
131117,7912,2945,1
131118,7912,7521,0
131119,7912,4070,0
131120,7912,9559,1
131121,7912,5529,0
131122,7912,9743,0
131123,7912,1763,1
131124,7912,2072,1
131125,7912,3584,1
131126,7912,3643,0
131127,7912,7706,1
131128,7912,830,0
131129,7912,6050,1
131130,7912,125,0
131131,7912,1079,0
131132,7912,7321,0
131133,7912,955,1
131134,7912,7476,0
131135,7912,4261,0
131136,7912,5350,0
131137,7912,9298,0
131138,7912,1626,1
131139,7912,2612,0
131140,7912,10069,1
131141,7912,3409,1
131142,7912,5453,0
131143,7912,2565,0
131144,7912,4656,1
131145,7912,9242,1
131146,7912,8286,0
131147,7912,1665,1
131148,7912,7005,0
131149,7912,2781,0
131150,7912,4127,1
131151,7912,8143,0
131152,7912,3690,0
131153,7912,3433,0
131154,7912,1215,0
131155,7912,2570,0
131156,7912,10742,0
131157,7912,1351,0
131158,7912,477,1
131159,7912,7832,1
131160,7912,7396,0
131161,7912,3498,1
131162,7912,1172,0
131163,7912,569,0
131164,7912,4686,0
131165,7912,4351,1
131166,7912,10129,0
131167,7912,5796,0
131168,7912,10556,0
131169,7912,48,0
131170,7912,737,0
131171,7912,3571,0
131172,7912,5092,0
131173,7912,5534,1
131174,7912,7960,0
131175,7912,9905,1
131176,7912,8439,0
131177,7912,6977,0
131178,7912,8397,1
131179,7912,1990,1
131180,7912,8093,0
131181,7912,10513,0
131182,7912,5782,0
131183,7912,2415,0
131184,7912,332,0
131185,7912,6906,0
131186,7912,7872,1
131187,7912,4427,1
131188,7912,2886,0
131189,7912,9064,0
131190,7912,3678,0
131191,7912,2186,0
131192,7912,1399,0
131193,7912,8341,1
131194,7912,6461,0
131195,7912,5113,1
131196,7912,2961,1
131197,7912,3010,1
131198,7912,6892,0
131199,7912,8462,1
131200,7912,5558,0
131201,7912,10951,0
131202,7912,5623,1
131203,7912,5544,0
131204,7912,5831,0
131205,7912,10176,0
131206,7912,3138,0
131207,7912,4994,0
131208,7912,10872,0
131209,7912,1139,1
131210,7912,10448,1
131211,7912,2109,0
131212,7912,3009,0
131213,7912,8537,0
131214,7912,4331,0
131215,7912,6281,1
131216,7912,4338,1
131217,7912,10913,1
131218,7912,3334,0
131219,7912,10949,0
131220,7912,6248,0
131221,7912,10164,0
131222,7912,6815,1
131223,7912,4122,0
131224,7912,5370,1
131225,7912,405,1
131226,7912,500,0
131227,7912,9323,1
131228,7912,3945,1
131229,7912,983,1
131230,7912,5628,1
131231,7912,10701,0
131232,7912,4426,0
131233,7912,6343,0
131234,7912,7734,0
131235,7912,1146,1
131236,7912,1103,1
131237,7912,3422,0
131238,7912,2909,0
131239,7912,340,1
131240,7912,3104,0
131241,7912,1008,1
131242,7912,2115,0
131243,7912,2088,0
131244,7912,6292,0
131245,7912,3919,0
131246,7912,271,1
131247,7912,5136,0
131248,7912,9790,0
131249,7912,7233,0
131250,7912,7699,1
131251,7912,5186,0
131252,7912,7313,0
131253,7912,3520,1
131254,7912,10394,1
131255,7912,9362,0
131256,7912,3968,0
131257,7912,2829,0
131258,7912,1772,0
131259,7912,4377,1
131260,7912,8858,0
131261,7912,9723,0
131262,7912,2666,0
131263,7912,5721,0
131264,7912,8722,1
131265,7912,7118,1
131266,7912,10722,1
131267,7912,2632,1
131268,7912,4333,0
131269,7912,7366,0
131270,7912,4286,1
131271,7912,7004,1
131272,7912,4001,0
131273,7912,7270,0
131274,1384,5899,1
131275,1384,2114,0
131276,1384,6565,0
131277,1384,1993,0
131278,1384,1966,0
131279,1384,5710,0
131280,1384,2968,1
131281,1384,2225,1
131282,1384,6260,0
131283,1384,6853,0
131284,1384,9369,1
131285,1384,8132,0
131286,1384,7503,1
131287,1384,1618,1
131288,1384,273,0
131289,1384,4452,0
131290,1384,8504,0
131291,1384,7247,0
131292,1384,4646,0
131293,1384,7431,0
131294,1384,3267,0
131295,1384,999,0
131296,1384,1592,0
131297,1384,7215,0
131298,1384,1685,0
131299,1384,7660,1
131300,1384,7987,0
131301,1384,10240,0
131302,1384,10573,1
131303,1384,3712,0
131304,1384,641,1
131305,1384,10314,0
131306,1384,6935,0
131307,1384,9733,1
