,ID,Year_Birth,Education,Marital_Status,Income,Children,Dt_Customer_Year,Dt_Customer_Month,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,AcceptedCmp
362,6977,1974,1.0,1.0,75702.0,1,2012,10,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,0,0,1,0,0,Cmp5
363,8397,1951,1.0,2.0,44689.0,2,2014,1,82,18,0,5,0,0,11,2,1,1,2,7,0,0,1,0,0,0,0,Cmp3
364,1990,1974,3.0,0.0,63159.0,0,2012,11,74,965,34,586,89,86,37,1,3,5,8,3,0,0,1,0,0,0,0,Cmp3
365,8093,1969,2.0,2.0,79734.0,0,2014,6,72,572,8,232,23,62,17,1,4,3,6,1,1,0,0,0,0,0,0,Cmp1
366,10513,1992,1.0,1.0,63207.0,0,2013,1,68,438,169,565,91,169,70,1,2,3,6,7,1,0,0,0,0,0,0,Cmp1
367,5782,1982,2.0,1.0,58582.0,1,2013,9,15,402,35,106,101,77,42,2,9,2,9,5,0,0,0,1,0,0,0,Cmp4
368,2415,1962,1.0,1.0,62568.0,1,2014,4,99,362,17,398,80,35,61,3,5,3,5,4,1,0,0,0,0,0,0,Cmp1
369,332,1957,1.0,2.0,47743.0,1,2013,3,56,198,2,43,0,12,20,3,4,1,6,6,0,0,0,1,0,0,0,Cmp4
370,6906,1953,2.0,0.0,84953.0,0,2013,6,73,167,48,602,63,72,72,1,3,10,4,2,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
371,7872,1975,3.0,2.0,86836.0,0,2012,9,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
372,4427,1995,2.0,0.0,83257.0,0,2012,9,56,536,27,590,38,107,67,1,5,10,12,6,0,0,1,0,1,1,1,"Cmp3, Cmp5"
373,2886,1971,2.0,0.0,74290.0,1,2013,8,70,1121,0,72,0,12,12,4,10,8,10,6,1,0,0,1,0,0,0,"Cmp1, Cmp4"
374,9064,1982,1.0,2.0,69109.0,0,2012,11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,0,1,Cmp5
375,3678,1973,1.0,0.0,60208.0,2,2012,10,13,488,23,71,15,0,59,11,8,3,7,7,0,0,0,1,0,0,1,Cmp4
376,2186,1977,2.0,1.0,82326.0,0,2014,3,30,938,142,754,159,81,183,1,5,10,6,2,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
377,1399,1958,1.0,2.0,72905.0,0,2014,1,52,407,114,445,181,165,203,1,3,7,9,1,1,0,0,0,0,0,0,Cmp1
378,8341,1969,3.0,2.0,30396.0,1,2014,4,22,15,0,6,0,1,12,2,1,1,2,7,0,0,1,0,0,0,1,Cmp3
379,6461,1969,2.0,0.0,62772.0,1,2013,5,74,581,49,157,43,8,108,1,5,6,11,2,0,0,0,1,0,0,0,Cmp4
380,5113,1971,3.0,0.0,86979.0,0,2013,11,67,584,100,835,65,83,35,1,5,5,5,2,0,0,1,0,0,0,1,Cmp3
381,2961,1982,1.0,2.0,42081.0,1,2013,2,86,175,10,110,54,6,27,2,6,3,4,6,0,0,1,0,0,0,0,Cmp3
382,3010,1989,2.0,1.0,88420.0,0,2014,5,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,0,1,0,0,"Cmp1, Cmp3, Cmp5"
383,6892,1968,1.0,0.0,61671.0,1,2014,6,23,641,7,56,0,0,28,8,10,4,6,8,1,0,0,1,0,0,0,"Cmp1, Cmp4"
384,8462,1978,0.0,1.0,24882.0,1,2012,9,52,1,4,10,29,0,36,1,1,1,2,6,0,0,1,0,0,0,0,Cmp3
385,5558,1954,3.0,0.0,90933.0,0,2014,3,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,0,0,1,0,0,Cmp5
386,10951,1968,1.0,2.0,45688.0,1,2014,1,20,279,0,18,0,0,9,2,3,1,8,4,0,0,0,1,0,0,0,Cmp4
387,5623,1980,2.0,2.0,31535.0,1,2013,9,95,15,4,13,0,0,19,1,1,1,2,7,0,0,1,0,0,0,0,Cmp3
388,5544,1970,1.0,0.0,67384.0,1,2012,11,32,957,40,175,158,53,107,2,7,8,5,5,0,0,0,1,0,0,0,Cmp4
389,5831,1967,1.0,2.0,77870.0,1,2012,8,93,1017,50,500,65,50,133,3,5,5,5,8,1,0,0,1,0,0,1,"Cmp1, Cmp4"
390,10176,1968,1.0,0.0,57107.0,1,2012,8,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,1,0,0,1,"Cmp2, Cmp4"
391,3138,1956,1.0,0.0,91249.0,0,2012,10,84,1324,27,119,71,108,27,0,7,9,6,4,1,1,0,1,1,0,1,"Cmp1, Cmp2, Cmp4, Cmp5"
392,4994,1943,2.0,0.0,77598.0,0,2013,10,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,0,0,1,0,0,Cmp5
393,10872,1969,3.0,2.0,55212.0,1,2012,11,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,1,0,0,0,"Cmp2, Cmp4"
394,1139,1984,3.0,2.0,73356.0,0,2014,2,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
395,10448,1956,1.0,0.0,46998.0,1,2012,10,55,172,41,86,45,6,27,5,5,3,5,7,0,0,1,0,0,0,0,Cmp3
396,2109,1990,1.0,0.0,96843.0,0,2013,4,60,448,71,951,40,17,17,1,6,11,10,2,0,0,0,0,1,0,1,Cmp5
397,3009,1962,3.0,0.0,71670.0,0,2013,7,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,0,1,1,0,1,"Cmp2, Cmp4, Cmp5"
398,8537,1949,1.0,0.0,72643.0,0,2013,2,60,526,80,553,123,94,53,1,3,10,7,2,1,0,0,0,0,0,1,Cmp1
399,4331,1978,2.0,1.0,85738.0,0,2014,1,41,913,26,376,17,26,13,1,3,6,11,1,0,0,0,1,1,0,0,"Cmp4, Cmp5"
400,6281,1966,1.0,0.0,55686.0,1,2013,2,27,673,0,199,37,47,26,2,6,3,5,4,0,0,1,0,0,0,0,Cmp3
401,4338,1983,1.0,0.0,39062.0,1,2014,3,28,23,0,9,0,0,12,1,1,0,3,4,0,0,1,0,0,0,0,Cmp3
402,10913,1984,2.0,0.0,31385.0,1,2012,12,56,3,2,12,0,1,9,1,1,0,2,8,0,0,1,0,0,0,1,Cmp3
403,3334,1951,1.0,2.0,94642.0,0,2014,2,35,879,143,797,106,143,143,0,5,7,9,1,1,0,0,0,1,0,0,"Cmp1, Cmp5"
404,10949,1963,3.0,0.0,72968.0,0,2013,12,8,1092,37,592,145,37,55,1,5,5,8,3,1,0,0,0,0,0,1,Cmp1
405,6248,1947,2.0,0.0,91712.0,0,2013,10,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,0,0,1,0,1,Cmp5
406,10164,1958,1.0,0.0,94472.0,1,2014,4,75,1017,33,417,108,100,16,1,5,5,5,5,0,0,0,1,1,0,0,"Cmp4, Cmp5"
407,6815,1980,2.0,2.0,96547.0,0,2014,5,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
408,4122,1975,1.0,2.0,79205.0,0,2012,8,73,504,23,117,179,28,44,1,6,5,4,4,1,0,0,0,0,0,1,Cmp1
409,5370,1973,3.0,2.0,32644.0,1,2013,1,38,239,3,141,0,7,23,4,7,1,6,8,0,0,1,0,0,0,0,Cmp3
410,405,1964,1.0,0.0,41638.0,1,2013,2,68,315,0,31,4,0,91,4,5,5,3,8,0,0,1,0,0,0,0,Cmp3
411,500,1977,1.0,1.0,96876.0,0,2013,8,79,908,43,735,40,194,21,1,7,7,9,2,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
412,9323,1949,2.0,1.0,49912.0,1,2012,9,5,520,8,223,32,49,42,4,10,5,7,8,0,0,1,0,0,0,1,Cmp3
413,3945,1947,3.0,0.0,68117.0,1,2013,3,80,618,44,215,0,17,36,2,11,8,4,6,0,0,1,0,0,0,1,Cmp3
414,983,1984,1.0,2.0,40059.0,1,2013,9,82,110,29,92,28,10,145,1,6,2,3,8,0,0,1,0,0,0,0,Cmp3
415,5628,1982,1.0,1.0,61416.0,0,2013,2,25,848,154,323,201,61,78,1,10,3,10,6,0,0,1,0,0,0,0,Cmp3
416,10701,1973,1.0,2.0,65308.0,0,2013,9,60,713,0,264,120,80,34,1,7,8,12,4,1,0,0,0,1,0,0,"Cmp1, Cmp5"
417,4426,1975,1.0,0.0,55801.0,2,2013,9,35,367,4,51,6,4,95,6,7,2,6,7,1,0,0,0,0,0,0,Cmp1
418,6343,1959,1.0,2.0,79823.0,1,2014,3,6,835,73,380,114,73,43,1,6,9,7,2,0,0,0,1,0,0,0,Cmp4
419,7734,1993,1.0,0.0,79244.0,0,2012,12,58,471,102,125,212,61,245,1,4,10,7,1,1,0,0,0,1,0,1,"Cmp1, Cmp5"
420,1146,1949,2.0,1.0,49912.0,1,2012,9,5,520,8,223,32,49,42,4,10,5,7,8,0,0,1,0,0,0,1,Cmp3
421,1103,1976,2.0,2.0,81929.0,1,2012,9,60,1486,55,278,49,0,185,2,4,4,10,6,0,0,1,0,1,0,1,"Cmp3, Cmp5"
422,3422,1975,1.0,2.0,76068.0,1,2012,11,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,1,0,0,0,"Cmp2, Cmp4"
423,2909,1974,3.0,2.0,78128.0,1,2014,2,89,934,24,230,16,24,36,2,8,4,6,3,0,0,0,1,1,0,0,"Cmp4, Cmp5"
424,340,1970,1.0,0.0,72967.0,1,2012,12,1,158,35,179,0,0,125,2,7,2,8,5,0,0,1,0,0,0,1,Cmp3
425,3104,1961,1.0,0.0,82332.0,0,2012,9,89,830,59,968,51,79,19,1,5,3,12,2,0,0,0,0,1,0,1,Cmp5
426,1008,1981,3.0,1.0,44953.0,0,2012,12,31,728,17,133,11,8,124,1,7,3,13,6,0,0,1,0,0,0,0,Cmp3
427,2115,1957,1.0,1.0,50116.0,2,2014,6,68,54,0,10,0,0,2,2,1,0,4,5,0,0,0,1,0,0,0,Cmp4
428,2088,1972,1.0,1.0,84906.0,0,2013,10,98,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,0,0,"Cmp2, Cmp4, Cmp5"
429,6292,1986,3.0,2.0,82333.0,0,2013,3,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,0,0,1,0,1,Cmp5
430,3919,1976,2.0,0.0,72309.0,0,2013,3,64,960,0,883,50,38,0,1,5,6,8,3,1,0,0,0,0,0,1,Cmp1
431,271,1969,1.0,0.0,40590.0,2,2013,10,30,154,0,50,6,11,37,5,3,4,3,6,0,0,1,0,0,0,0,Cmp3
432,5136,1973,1.0,0.0,65333.0,1,2014,1,58,654,7,92,0,15,30,7,9,4,8,6,0,0,0,1,1,0,0,"Cmp4, Cmp5"
433,9790,1957,1.0,0.0,78499.0,0,2013,11,12,912,72,170,47,36,97,1,11,3,4,4,0,0,0,0,1,0,1,Cmp5
434,7233,1972,1.0,2.0,69209.0,0,2012,9,4,496,32,849,229,48,128,2,5,3,6,4,1,0,0,0,0,0,0,Cmp1
435,7699,1969,1.0,0.0,40590.0,2,2013,10,30,154,0,50,6,11,37,5,3,4,3,6,0,0,1,0,0,0,0,Cmp3
436,5186,1955,3.0,2.0,58482.0,1,2014,3,59,576,7,115,19,7,7,2,7,4,9,6,0,0,0,1,0,0,0,Cmp4
437,7313,1949,2.0,0.0,74859.0,0,2013,6,63,570,73,614,133,102,73,1,6,5,11,3,1,0,0,0,0,0,0,Cmp1
438,3520,1990,2.0,0.0,91172.0,0,2013,3,94,162,28,818,0,28,56,0,4,3,7,3,1,1,1,0,1,0,1,"Cmp1, Cmp2, Cmp3, Cmp5"
439,10394,1984,1.0,2.0,90000.0,0,2013,12,91,675,144,133,94,192,241,1,4,8,5,1,1,0,1,0,1,0,0,"Cmp1, Cmp3, Cmp5"
440,9362,1965,1.0,0.0,69263.0,1,2014,3,14,492,5,32,13,5,21,1,9,1,7,6,0,0,0,1,0,0,0,Cmp4
441,3968,1970,2.0,0.0,65706.0,0,2013,6,77,918,10,129,13,0,129,1,11,3,12,7,0,1,0,1,1,0,1,"Cmp2, Cmp4, Cmp5"
442,2829,1955,1.0,2.0,65210.0,1,2014,3,25,626,0,70,0,7,28,2,9,3,8,6,1,0,0,1,0,0,0,"Cmp1, Cmp4"
443,1772,1975,3.0,2.0,79174.0,0,2013,1,2,1074,37,518,193,92,129,1,5,6,7,2,1,0,0,0,1,0,1,"Cmp1, Cmp5"
444,4377,1971,1.0,2.0,52914.0,1,2013,1,32,254,10,44,30,10,227,2,7,3,3,7,0,0,1,0,0,0,0,Cmp3
445,8858,1972,3.0,2.0,44325.0,1,2013,3,69,516,0,21,0,0,5,4,8,2,7,8,0,0,0,1,0,0,0,Cmp4
446,9723,1960,1.0,2.0,67716.0,1,2013,1,8,530,142,217,62,9,56,4,7,4,13,5,0,0,0,1,0,0,0,Cmp4
447,2666,1972,2.0,2.0,76234.0,1,2014,2,21,519,50,167,130,0,41,1,8,3,11,3,0,0,0,1,0,0,0,Cmp4
448,5721,1956,3.0,2.0,84117.0,0,2014,5,60,611,76,749,59,45,26,1,7,10,6,2,0,0,0,0,1,0,0,Cmp5
449,8722,1957,2.0,2.0,82347.0,0,2012,11,38,556,54,845,202,133,63,1,7,7,10,3,1,0,1,0,0,0,1,"Cmp1, Cmp3"
450,7118,1957,1.0,2.0,73803.0,1,2012,8,61,833,80,363,52,26,174,2,9,5,6,6,0,0,1,0,0,0,1,Cmp3
451,10722,1973,1.0,1.0,55593.0,1,2013,8,63,293,8,124,11,4,106,2,6,6,3,6,0,0,1,0,0,0,0,Cmp3
452,2632,1954,1.0,2.0,50501.0,2,2013,6,10,297,0,38,13,0,152,7,5,4,4,6,0,0,1,0,0,0,1,Cmp3
453,4333,1954,1.0,1.0,32144.0,2,2014,3,76,41,0,10,0,0,3,4,2,1,3,7,0,0,0,1,0,0,0,Cmp4
454,7366,1982,2.0,0.0,75777.0,0,2013,7,12,712,26,538,69,13,80,1,3,6,11,1,0,0,0,1,1,0,1,"Cmp4, Cmp5"
455,4286,1970,3.0,0.0,57642.0,1,2014,1,24,580,6,58,8,0,27,3,7,6,6,4,0,0,1,0,0,0,0,Cmp3
456,7004,1984,1.0,0.0,11012.0,1,2013,3,82,24,3,26,7,1,23,3,3,1,2,9,0,0,1,0,0,0,0,Cmp3
457,4001,1946,3.0,1.0,64014.0,3,2014,6,56,406,0,30,0,0,8,7,8,2,5,7,1,0,0,0,0,0,0,Cmp1
458,7270,1981,1.0,0.0,56981.0,0,2014,1,91,908,48,217,32,12,24,1,2,3,13,6,0,0,0,1,0,0,0,Cmp4
